ApartmentID,Timestamp,Component,Building,Floor,Unit,LocX,LocY,LocZ,RotPitch,RotYaw,RotRoll,RotXMax,RotXMin,RotYMax,RotYMin,PerpendicularAngleDeg
2-02-204,2026.09.21-11.35.52:837,ViewCameraComponent204_0,2,02,204,-5771.733,-2410.457,14280.000,-0.000000,-80.055345,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-02-204,2026.09.21-11.35.52:837,ViewCameraComponent204_2,2,02,204,-5682.394,-890.205,14280.000,0.000000,47.778526,-0.000000,50.0,-70.0,40.0,-90.0,51.0
2-02-205,2026.09.21-11.35.52:837,ViewCameraComponent205_0,2,02,205,-6408.349,-301.703,14280.000,0.000000,50.052111,-0.000000,50.0,-70.0,40.0,-90.0,51.0
2-02-205,2026.09.21-11.35.52:837,ViewCameraComponent205_1,2,02,205,-7171.661,-633.308,14280.000,0.000000,92.417063,-0.000000,80.0,-80.0,40.0,-90.0,141.0
2-02-204,2026.09.21-11.35.52:837,ViewCameraComponent204_1,2,02,204,-5194.995,-1676.096,14280.000,-0.000000,-5.572813,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-03-303,2026.09.21-11.35.52:850,ViewCameraComponent303_0,2,03,303,-6679.305,-3519.149,14680.000,-9.049085,-74.256760,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-03-305,2026.09.21-11.35.52:850,ViewCameraComponent305_1,2,03,305,-7181.297,-659.656,14680.000,0.000000,109.385427,-0.000000,80.0,-80.0,40.0,-90.0,141.0
2-03-305,2026.09.21-11.35.52:850,ViewCameraComponent305_0,2,03,305,-6225.890,-454.522,14680.000,0.000000,50.052111,-0.000000,70.0,-50.0,40.0,-90.0,51.0
2-03-304,2026.09.21-11.35.52:850,ViewCameraComponent304_2,2,03,304,-5501.733,-1054.142,14680.000,0.000000,58.211877,-0.000000,70.0,-50.0,40.0,-90.0,51.0
2-03-304,2026.09.21-11.35.52:850,ViewCameraComponent304_0,2,03,304,-5771.733,-2410.457,14680.000,-9.475964,-85.154183,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-03-302,2026.09.21-11.35.52:850,ViewCameraComponent302_1,2,03,302,-6960.955,-3857.103,14680.000,-9.056912,-87.952719,1.629736,80.0,-80.0,40.0,-90.0,321.0
2-03-302,2026.09.21-11.35.52:850,ViewCameraComponent302_0,2,03,302,-7947.170,-4062.250,14680.000,-8.664970,-150.812179,3.019340,70.0,-50.0,40.0,-90.0,231.0
2-03-301,2026.09.21-11.35.52:850,ViewCameraComponent301_1,2,03,301,-8651.889,-3455.073,14680.000,-9.074833,-110.987778,-0.000000,70.0,-50.0,40.0,-90.0,231.0
2-03-301,2026.09.21-11.35.52:850,ViewCameraComponent301_0,2,03,301,-8687.131,-2468.206,14680.000,0.000000,139.387020,-0.000000,80.0,-80.0,40.0,-90.0,141.0
2-03-304,2026.09.21-11.35.52:850,ViewCameraComponent304_1,2,03,304,-5187.337,-1672.597,14680.000,0.000000,10.785967,-0.000000,80.0,-80.0,40.0,-90.0,321.0
2-04-403,2026.09.21-11.35.52:864,ViewCameraComponent403_0,2,04,403,-6653.335,-3500.883,15080.000,-0.000000,-59.615586,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-04-405,2026.09.21-11.35.52:864,ViewCameraComponent405_1,2,04,405,-6891.541,-273.484,15080.000,0.000000,85.244927,-0.000000,80.0,-80.0,40.0,-90.0,141.0
2-04-405,2026.09.21-11.35.52:864,ViewCameraComponent405_0,2,04,405,-6408.349,-301.703,15080.000,0.000000,50.052111,-0.000000,50.0,-70.0,40.0,-90.0,51.0
2-04-404,2026.09.21-11.35.52:864,ViewCameraComponent404_2,2,04,404,-5682.394,-890.205,15080.000,0.000000,47.778526,-0.000000,50.0,-70.0,40.0,-90.0,51.0
2-04-404,2026.09.21-11.35.52:864,ViewCameraComponent404_0,2,04,404,-5771.733,-2410.457,15080.000,-0.000000,-71.112831,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-04-402,2026.09.21-11.35.52:864,ViewCameraComponent402_1,2,04,402,-6960.955,-3857.103,15080.000,-0.000000,-62.331766,0.000000,80.0,-80.0,40.0,-90.0,321.0
2-04-402,2026.09.21-11.35.52:864,ViewCameraComponent402_0,2,04,402,-8109.094,-3918.908,15080.000,-0.000000,-97.305962,0.000000,50.0,-70.0,40.0,-90.0,231.0
2-04-401,2026.09.21-11.35.52:864,ViewCameraComponent401_1,2,04,401,-8474.559,-3612.053,15080.000,-0.000000,-104.098404,0.000000,50.0,-70.0,40.0,-90.0,231.0
2-04-401,2026.09.21-11.35.52:864,ViewCameraComponent401_0,2,04,401,-8687.131,-2468.206,15080.000,0.000000,139.387020,-0.000000,80.0,-80.0,40.0,-90.0,141.0
2-04-404,2026.09.21-11.35.52:864,ViewCameraComponent404_1,2,04,404,-5170.850,-1664.929,15080.000,0.000000,17.362142,-0.000000,80.0,-80.0,40.0,-90.0,321.0
1-08-801,2026.09.21-11.35.52:875,ViewCameraComponent801_0,1,08,801,-10693.843,2285.077,16670.000,0.000000,141.004155,-0.000000,80.0,-80.0,40.0,-90.0,141.0
1-08-801,2026.09.21-11.35.52:875,ViewCameraComponent801_1,1,08,801,-11165.183,1281.504,16670.000,-0.000000,-173.156936,0.000000,80.0,-80.0,40.0,-90.0,186.0
1-08-801,2026.09.21-11.35.52:875,ViewCameraComponent801_2,1,08,801,-10226.426,286.798,16670.000,-0.000000,-174.200003,0.000000,80.0,-80.0,40.0,-90.0,201.0
1-08-801,2026.09.21-11.35.52:875,ViewCameraComponent801_3,1,08,801,-9125.227,-376.196,16670.000,-0.000000,-97.077879,0.000000,80.0,-80.0,40.0,-90.0,276.0
1-08-801,2026.09.21-11.35.52:875,ViewCameraComponent801_4,1,08,801,-8246.412,456.026,16670.000,0.000000,9.854466,-0.000000,70.0,-70.0,40.0,-90.0,-39.0
1-08-802,2026.09.21-11.35.52:875,ViewCameraComponent802_4,1,08,802,-10099.525,3020.650,16670.000,0.000000,141.004155,-0.000000,80.0,-80.0,40.0,-90.0,141.0
1-08-802,2026.09.21-11.35.52:875,ViewCameraComponent802_3,1,08,802,-9509.088,3319.735,16670.000,0.000000,96.034482,-0.000000,80.0,-80.0,40.0,-90.0,96.0
1-08-802,2026.09.21-11.35.52:875,ViewCameraComponent802_2,1,08,802,-8326.248,2705.547,16670.000,0.000000,51.063144,-0.000000,80.0,-80.0,40.0,-90.0,51.0
1-08-802,2026.09.21-11.35.52:875,ViewCameraComponent802_1,1,08,802,-7473.301,1683.399,16670.000,0.000000,0.000000,-0.000000,80.0,-80.0,40.0,-90.0,6.0
1-08-802,2026.09.21-11.35.52:876,ViewCameraComponent802_0,1,08,802,-8123.322,582.936,16670.000,-0.000000,-101.125716,0.000000,80.0,-50.0,40.0,-90.0,291.0
1-10-1001,2026.09.21-11.35.52:885,ViewCameraComponent1001_0,1,10,1001,-10693.843,2285.077,17470.000,0.000000,141.004155,-0.000000,80.0,-80.0,40.0,-90.0,141.0
1-10-1001,2026.09.21-11.35.52:885,ViewCameraComponent1001_1,1,10,1001,-11165.183,1281.504,17470.000,-0.000000,-173.156936,0.000000,80.0,-80.0,40.0,-90.0,186.0
1-10-1001,2026.09.21-11.35.52:885,ViewCameraComponent1001_2,1,10,1001,-10329.807,390.121,17470.000,-0.000000,-127.867799,0.000000,70.0,-70.0,40.0,-90.0,231.0
1-10-1001,2026.09.21-11.35.52:885,ViewCameraComponent1001_3,1,10,1001,-9125.227,-376.196,17470.000,-0.000000,-95.924648,0.000000,80.0,-80.0,40.0,-90.0,276.0
1-10-1001,2026.09.21-11.35.52:885,ViewCameraComponent1001_4,1,10,1001,-8428.065,207.614,17470.000,-0.000000,-92.198674,0.000000,80.0,-50.0,40.0,-90.0,291.0
1-10-1002,2026.09.21-11.35.52:885,ViewCameraComponent1002_0,1,10,1002,-8129.830,577.730,17470.000,-0.000000,-98.236977,0.000000,80.0,-50.0,40.0,-90.0,291.0
1-10-1002,2026.09.21-11.35.52:886,ViewCameraComponent1002_1,1,10,1002,-7473.301,1683.399,17470.000,0.000000,0.000000,-0.000000,80.0,-80.0,40.0,-90.0,6.0
1-10-1002,2026.09.21-11.35.52:886,ViewCameraComponent1002_2,1,10,1002,-8326.248,2705.547,17470.000,0.000000,51.063144,-0.000000,80.0,-80.0,40.0,-90.0,51.0
1-10-1002,2026.09.21-11.35.52:886,ViewCameraComponent1002_3,1,10,1002,-9509.088,3319.735,17470.000,0.000000,96.034482,-0.000000,80.0,-80.0,40.0,-90.0,96.0
1-10-1002,2026.09.21-11.35.52:886,ViewCameraComponent1002_4,1,10,1002,-10099.525,3020.650,17470.000,0.000000,141.004155,-0.000000,80.0,-80.0,40.0,-90.0,141.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_0,1,11,1101,-10131.318,2450.932,17870.000,0.000000,128.310913,-0.000000,100.0,-100.0,40.0,-90.0,141.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_1,1,11,1101,-10638.757,1691.771,17870.000,-0.000000,-173.156936,0.000000,60.0,-120.0,40.0,-90.0,186.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_2,1,11,1101,-10235.964,334.812,17870.000,-0.000000,-127.867799,0.000000,80.0,-80.0,40.0,-90.0,231.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_3,1,11,1101,-9125.227,-376.196,17870.000,-0.000000,-83.156936,0.000000,80.0,-80.0,40.0,-90.0,276.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_4,1,11,1101,-8024.434,730.186,17870.000,-0.000000,-27.464297,0.000000,80.0,-80.0,40.0,-90.0,321.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_5,1,11,1101,-7473.301,1683.399,17870.000,0.000000,0.000000,-0.000000,80.0,-80.0,40.0,-90.0,6.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_6,1,11,1101,-8402.937,2610.630,17870.000,0.000000,51.063144,-0.000000,80.0,-80.0,40.0,-90.0,51.0
1-11-1101,2026.09.21-11.35.52:894,ViewCameraComponent1101_7,1,11,1101,-9678.836,2897.685,17870.000,0.000000,101.589337,-0.000000,120.0,-60.0,40.0,-90.0,96.0
1-01-101,2026.09.21-11.35.52:899,ViewCameraComponent101_0,1,01,101,-10223.075,357.921,13760.000,-0.000000,-127.672994,0.000000,80.0,-80.0,40.0,-90.0,231.0
